Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Churn
JY87538,Oregon,28486.0728,Basic,College,Employed,F,91871,Urban,Single,102,5,3,0,2,Personal Auto,Web,346.845129,SUV,Medsize,False
VE55982,Nevada,2644.684556,Basic,Bachelor,Employed,M,54000,Suburban,Divorced,66,15,45,0,1,Corporate Auto,Call Center,373.881547,Two-Door Car,Medsize,False
WK99918,Oregon,5073.282126,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Branch,600,SUV,Medsize,False
XP16538,Arizona,4272.585137,Basic,High School or Below,Employed,F,81132,Urban,Divorced,107,19,52,0,1,Corporate Auto,Agent,419.105559,SUV,Small,False
HW42900,California,11003.01645,Extended,College,Employed,M,22926,Suburban,Married,93,1,99,0,2,Corporate Auto,Web,479.934846,Four-Door Car,Small,False
JG84729,Arizona,14181.64282,Basic,College,Unemployed,F,0,Suburban,Single,72,15,91,2,2,Personal Auto,Call Center,345.6,Four-Door Car,Medsize,False
UX71137,Washington,8875.965501,Premium,Doctor,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Web,372.362565,Four-Door Car,Medsize,False
ND29059,Oregon,11077.68591,Extended,Bachelor,Employed,M,78011,Urban,Married,138,14,42,0,3,Personal Auto,Agent,619.698644,SUV,Medsize,False
HC76653,Oregon,2435.689035,Basic,College,Employed,M,32931,Suburban,Married,62,16,45,0,1,Personal Auto,Agent,297.6,Four-Door Car,Medsize,False
SG73822,California,8743.852187,Premium,Bachelor,Employed,F,99517,Rural,Divorced,109,2,93,0,3,Personal Auto,Agent,239.905208,Four-Door Car,Medsize,True
CB44654,Arizona,2409.760898,Basic,Bachelor,Employed,M,59665,Urban,Single,62,33,3,1,1,Personal Auto,Agent,167.138119,Two-Door Car,Medsize,False
MQ15074,Washington,2499.498786,Basic,High School or Below,Employed,M,28082,Suburban,Married,64,9,63,0,1,Personal Auto,Branch,578.499499,Four-Door Car,Medsize,False
YJ43481,Arizona,8528.288669,Basic,High School or Below,Employed,F,91099,Urban,Single,107,14,37,0,3,Corporate Auto,Call Center,406.430632,SUV,Medsize,False
TP15362,Oregon,3591.996064,Extended,College,Employed,M,28013,Suburban,Divorced,91,16,13,0,1,Personal Auto,Branch,655.2,Four-Door Car,Medsize,True
YX90754,Nevada,8539.826923,Basic,High School or Below,Employed,F,55478,Urban,Married,71,7,1,0,2,Personal Auto,Branch,339.399593,Two-Door Car,Medsize,False
TQ32702,Nevada,6990.917824,Extended,College,Employed,F,22568,Suburban,Married,88,31,63,0,6,Corporate Auto,Branch,422.4,Four-Door Car,Medsize,False
TS50305,California,3979.388247,Basic,High School or Below,Unemployed,F,0,Suburban,Single,112,11,3,0,1,Personal Auto,Agent,806.4,SUV,Medsize,False
BY22068,Arizona,23950.37443,Extended,High School or Below,Employed,M,39335,Suburban,Married,201,0,11,0,2,Corporate Auto,Agent,964.8,Luxury SUV,Medsize,True
TJ48439,Oregon,2321.052528,Basic,College,Unemployed,F,0,Suburban,Single,66,0,10,0,1,Personal Auto,Branch,508.703134,Two-Door Car,Small,True
TE61015,Oregon,5087.020469,Basic,College,Unemployed,M,0,Suburban,Married,72,12,70,0,3,Personal Auto,Web,345.6,Four-Door Car,Medsize,False
RD89159,Oregon,4362.931238,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Branch,528,Four-Door Car,Medsize,False
VW86720,Oregon,7457.468107,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,15,73,0,2,Personal Auto,Call Center,678.209827,Four-Door Car,Small,False
UM76485,Oregon,7027.759594,Basic,College,Unemployed,M,0,Suburban,Single,102,11,90,0,5,Personal Auto,Agent,489.6,SUV,Medsize,False
LS62045,Oregon,2831.683664,Basic,Bachelor,Employed,F,70037,Suburban,Married,70,6,61,0,1,Personal Auto,Web,409.985435,Four-Door Car,Large,False
ZG84862,Nevada,4217.857932,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,19,75,0,3,Personal Auto,Branch,446.4,Two-Door Car,Small,False
CD76093,Nevada,7596.291531,Basic,College,Employed,M,59847,Suburban,Married,192,28,62,0,1,Corporate Auto,Call Center,921.6,Luxury Car,Medsize,True
FO99259,California,8365.677648,Premium,Bachelor,Retired,M,26630,Suburban,Divorced,118,19,27,0,8,Personal Auto,Call Center,581.077056,Four-Door Car,Medsize,False
KN87338,Oregon,2726.392968,Basic,High School or Below,Employed,F,48039,Rural,Married,68,4,37,0,1,Personal Auto,Branch,11.451889,Four-Door Car,Medsize,False
LT89398,California,3420.452207,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,2,38,0,1,Personal Auto,Web,441.6,Four-Door Car,Small,False
NZ19529,Arizona,4839.107156,Extended,High School or Below,Unemployed,M,0,Suburban,Single,137,18,50,0,1,Personal Auto,Agent,1227.458548,SUV,Medsize,True
PR41853,Arizona,4358.553534,Basic,Bachelor,Unemployed,F,0,Rural,Married,118,18,91,0,1,Corporate Auto,Agent,101.826804,Sports Car,Medsize,True
LH92841,Washington,7255.953792,Extended,Bachelor,Employed,F,88891,Rural,Married,89,17,56,0,3,Personal Auto,Branch,50.528355,Four-Door Car,Medsize,False
XR84971,Oregon,23515.85325,Extended,Doctor,Employed,F,36537,Rural,Single,85,19,4,0,2,Personal Auto,Web,165.309001,Four-Door Car,Medsize,True
BP83941,Arizona,8396.327608,Basic,Master,Unemployed,F,0,Suburban,Married,115,18,80,1,3,Personal Auto,Web,552,SUV,Medsize,True
PY80449,Arizona,5170.976384,Extended,High School or Below,Employed,M,53603,Suburban,Married,132,30,1,1,1,Personal Auto,Branch,697.272246,Sports Car,Medsize,False
ET22260,Nevada,5585.30807,Extended,Doctor,Unemployed,M,0,Rural,Single,80,14,17,0,9,Corporate Auto,Web,6.281344,Four-Door Car,Medsize,True
OF47250,California,8639.49502,Basic,Doctor,Employed,F,92374,Rural,Divorced,107,16,9,1,3,Personal Auto,Call Center,220.018279,SUV,Medsize,False
WB58031,California,5281.833471,Basic,High School or Below,Employed,M,39658,Suburban,Married,66,32,53,0,7,Corporate Auto,Branch,316.8,Four-Door Car,Medsize,False
UV80201,Oregon,8385.252347,Basic,Bachelor,Unemployed,F,0,Suburban,Single,116,0,35,0,7,Personal Auto,Call Center,556.8,Sports Car,Medsize,True
PY10605,Arizona,4633.101259,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,0,86,0,3,Personal Auto,Agent,336,Two-Door Car,Medsize,False
JI82682,California,2480.392738,Basic,High School or Below,Unemployed,F,0,Suburban,Married,65,1,60,0,1,Personal Auto,Web,328.314222,Four-Door Car,Medsize,True
BU14748,Arizona,3618.686938,Extended,High School or Below,Employed,M,50755,Suburban,Married,91,21,25,0,1,Personal Auto,Agent,436.8,Two-Door Car,Medsize,False
QS75550,Washington,2480.045899,Basic,Bachelor,Employed,F,93383,Urban,Single,62,31,64,0,1,Corporate Auto,Branch,244.212286,Two-Door Car,Medsize,False
LD26428,Oregon,4893.291507,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,11,56,0,5,Corporate Auto,Branch,680.047456,Four-Door Car,Medsize,False
MY43761,California,10737.68425,Extended,High School or Below,Employed,M,50607,Suburban,Single,137,15,0,0,9,Personal Auto,Agent,657.6,SUV,Large,False
LO77543,Washington,2616.613903,Basic,College,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Special Auto,Agent,316.8,Two-Door Car,Medsize,False
GY55415,Nevada,15725.25053,Premium,Bachelor,Unemployed,F,0,Suburban,Single,149,16,70,0,2,Corporate Auto,Web,1072.8,SUV,Medsize,True
IB42395,Nevada,9553.415528,Premium,College,Unemployed,M,0,Suburban,Single,146,20,14,0,4,Corporate Auto,Agent,1051.2,SUV,Medsize,False
ZU74482,Oregon,7507.455372,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent,231.201886,Two-Door Car,Medsize,False
NL74789,California,7324.928202,Premium,Bachelor,Unemployed,F,0,Suburban,Single,105,4,98,0,6,Special Auto,Branch,504,Two-Door Car,Medsize,True
YU86594,Oregon,5333.038137,Basic,High School or Below,Employed,M,55674,Rural,Married,66,10,95,0,3,Personal Auto,Branch,81.710575,Four-Door Car,Medsize,False
QN37451,California,12767.23056,Basic,College,Unemployed,M,0,Suburban,Single,189,28,90,0,5,Corporate Auto,Branch,2201.327879,Luxury Car,Medsize,True
HS28694,Washington,2829.863912,Basic,High School or Below,Employed,F,25317,Rural,Married,71,15,97,0,1,Personal Auto,Branch,50.422181,Two-Door Car,Medsize,False
IL83479,Oregon,3483.630439,Extended,College,Employed,F,42983,Suburban,Married,86,28,18,0,1,Personal Auto,Call Center,412.8,Four-Door Car,Medsize,False
EF87528,Arizona,4636.54647,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,Special Auto,Agent,316.8,Two-Door Car,Medsize,False
IV74747,California,17530.03658,Extended,Doctor,Unemployed,M,0,Suburban,Divorced,97,27,96,0,2,Corporate Auto,Web,469.229028,Four-Door Car,Medsize,True
JZ81608,Oregon,6978.719808,Extended,High School or Below,Employed,M,53808,Rural,Married,88,26,91,0,7,Personal Auto,Branch,189.835063,Four-Door Car,Medsize,False
EO40136,Arizona,2912.248444,Basic,College,Employed,F,93403,Urban,Divorced,73,18,32,0,1,Personal Auto,Web,295.224598,Four-Door Car,Small,False
ZR40902,Oregon,4209.279338,Premium,Bachelor,Medical Leave,F,26435,Suburban,Married,111,32,50,1,1,Corporate Auto,Agent,1012.249308,Four-Door Car,Small,False
PO89542,Oregon,5009.808888,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,21,69,0,7,Personal Auto,Branch,326.4,Four-Door Car,Medsize,False
FX57380,California,5217.513287,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Web,261.930545,Two-Door Car,Medsize,False
NM22175,Oregon,11490.33618,Premium,College,Unemployed,M,0,Suburban,Married,161,0,94,0,3,Personal Auto,Branch,1052.933035,SUV,Large,True
BC97773,Nevada,2864.544017,Basic,Master,Employed,F,91368,Suburban,Divorced,71,13,95,0,1,Personal Auto,Agent,395.328407,Four-Door Car,Large,False
MN34012,Arizona,8403.910248,Basic,Bachelor,Unemployed,M,0,Suburban,Married,115,11,63,0,8,Personal Auto,Agent,552,SUV,Medsize,True
KY29506,California,20395.96875,Premium,College,Employed,F,92850,Suburban,Single,104,3,28,1,2,Personal Auto,Agent,499.2,Four-Door Car,Small,False
LC44944,Washington,36470.3024,Premium,Doctor,Unemployed,F,0,Suburban,Married,113,0,9,3,2,Personal Auto,Branch,813.6,Four-Door Car,Small,True
HC20975,Arizona,16727.77186,Basic,Bachelor,Employed,M,30915,Suburban,Married,72,1,6,2,2,Personal Auto,Branch,345.6,Four-Door Car,Large,False
IF87079,Arizona,5801.128252,Basic,Master,Employed,F,48927,Rural,Divorced,72,1,51,0,9,Personal Auto,Agent,139.354893,Four-Door Car,Medsize,False
EP18940,Oregon,9472.973811,Extended,Bachelor,Unemployed,F,0,Suburban,Married,86,30,32,0,2,Personal Auto,Call Center,412.8,Four-Door Car,Medsize,True
SB44003,Arizona,10484.91535,Extended,College,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Agent,49.451117,Four-Door Car,Medsize,False
MK15785,Nevada,4387.31087,Basic,Master,Employed,M,48015,Suburban,Married,110,24,57,0,1,Corporate Auto,Call Center,528,Sports Car,Medsize,True
VP89545,Arizona,4522.883533,Basic,College,Unemployed,M,0,Suburban,Married,61,8,78,0,9,Personal Auto,Web,292.8,Four-Door Car,Medsize,False
HJ58678,Nevada,5418.152088,Basic,College,Employed,F,57587,Urban,Divorced,68,4,83,0,7,Personal Auto,Agent,257.090387,Four-Door Car,Medsize,False
SH51981,Washington,5246.057249,Basic,College,Employed,M,70301,Suburban,Divorced,67,7,43,0,7,Personal Auto,Agent,328.942798,Four-Door Car,Small,False
IA52178,Arizona,15785.29692,Premium,College,Employed,F,81119,Suburban,Married,196,3,67,0,3,Corporate Auto,Web,940.8,SUV,Medsize,False
WC42895,California,22110.39804,Basic,Bachelor,Employed,F,65724,Rural,Single,70,13,66,0,2,Personal Auto,Agent,14.518312,Four-Door Car,Medsize,False
OP54725,Washington,9540.923395,Premium,College,Employed,M,53351,Suburban,Married,119,4,7,0,6,Personal Auto,Branch,571.2,Four-Door Car,Small,False
YM77369,Oregon,4756.12617,Premium,High School or Below,Employed,M,56146,Urban,Married,119,0,91,0,1,Corporate Auto,Web,401.785805,Four-Door Car,Large,True
WV15213,California,2447.053134,Basic,Bachelor,Employed,M,84658,Rural,Single,62,21,93,0,1,Personal Auto,Branch,44.780402,Four-Door Car,Medsize,False
GX37592,Nevada,5675.923323,Basic,College,Employed,F,33257,Suburban,Married,72,15,14,1,4,Personal Auto,Web,345.6,Four-Door Car,Medsize,False
PA48777,Washington,2491.257604,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Agent,329.206567,Four-Door Car,Medsize,False
YJ59924,Oregon,7308.433864,Extended,College,Employed,M,31115,Suburban,Married,92,21,20,0,3,Personal Auto,Agent,441.6,Four-Door Car,Medsize,False
OO35641,Oregon,32871.74779,Basic,College,Employed,F,78487,Urban,Divorced,117,5,17,0,2,Personal Auto,Agent,448.255019,SUV,Medsize,False
EU54076,Oregon,5228.92013,Basic,Bachelor,Employed,M,92472,Urban,Married,65,0,3,0,3,Corporate Auto,Agent,240.221415,Four-Door Car,Medsize,False
QH56750,Arizona,20700.8645,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,9,17,0,2,Personal Auto,Agent,460.8,Four-Door Car,Medsize,True
VF32979,Washington,5800.171881,Basic,Bachelor,Employed,F,25472,Suburban,Divorced,73,5,86,0,9,Corporate Auto,Branch,350.4,Four-Door Car,Medsize,False
ES16126,California,4330.38602,Premium,College,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Branch,513.6,Four-Door Car,Medsize,False
PG42834,Arizona,6292.735356,Extended,Bachelor,Employed,F,26577,Rural,Married,79,9,40,0,7,Personal Auto,Agent,73.719521,Four-Door Car,Medsize,False
OY44814,Arizona,4917.889638,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,27,81,0,5,Personal Auto,Web,511.2,Two-Door Car,Medsize,False
JI97190,California,5165.810048,Basic,High School or Below,Employed,M,43461,Suburban,Married,64,24,47,0,6,Personal Auto,Branch,307.2,Two-Door Car,Large,False
ZK61113,Oregon,6291.589959,Extended,High School or Below,Unemployed,M,0,Suburban,Single,94,2,61,0,6,Personal Auto,Agent,676.8,Two-Door Car,Medsize,False
MU88116,Oregon,4582.67415,Basic,Master,Employed,F,69085,Urban,Married,113,10,14,0,1,Corporate Auto,Web,472.271907,Sports Car,Medsize,False
TP61305,California,6062.441614,Extended,High School or Below,Unemployed,M,0,Suburban,Single,84,1,94,0,5,Personal Auto,Web,604.8,Four-Door Car,Medsize,True
ZO14864,Washington,3417.204953,Extended,Master,Employed,F,42526,Urban,Divorced,86,12,71,0,1,Personal Auto,Agent,287.5426,Two-Door Car,Medsize,False
KP65334,California,5830.561364,Extended,College,Unemployed,F,0,Suburban,Married,77,11,36,0,6,Corporate Auto,Agent,783.431945,Four-Door Car,Medsize,False
OH15677,California,3742.579083,Basic,High School or Below,Unemployed,M,0,Suburban,Single,110,35,78,1,1,Personal Auto,Agent,1272.546918,Sports Car,Medsize,True
HB53755,Oregon,3849.596697,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,10,32,0,1,Personal Auto,Agent,763.2,Sports Car,Medsize,False
UF77079,Arizona,15265.81488,Extended,High School or Below,Employed,F,58361,Rural,Married,95,17,16,0,2,Personal Auto,Agent,43.599861,Four-Door Car,Medsize,False
TD20252,Arizona,5317.807221,Basic,College,Employed,M,74092,Suburban,Married,67,17,72,0,3,Personal Auto,Agent,321.6,Four-Door Car,Medsize,False
TH68362,California,2374.80917,Basic,College,Unemployed,F,0,Suburban,Married,64,2,52,0,1,Corporate Auto,Agent,380.822087,Four-Door Car,Medsize,False
JC45487,Washington,5639.941974,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Agent,425.800112,Four-Door Car,Medsize,False
PU95227,Washington,3362.414442,Extended,Bachelor,Employed,M,22853,Urban,Married,87,16,89,0,1,Personal Auto,Agent,316.35678,Four-Door Car,Medsize,False
CV72453,Oregon,4512.204391,Extended,High School or Below,Unemployed,F,0,Suburban,Single,125,6,44,0,1,Corporate Auto,Agent,900,SUV,Small,True
OY92520,California,7264.803903,Extended,Bachelor,Medical Leave,F,12075,Suburban,Married,94,16,23,0,5,Personal Auto,Branch,451.2,Four-Door Car,Medsize,False
UY95530,California,8658.863813,Basic,College,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Agent,400.181882,Sports Car,Medsize,False
FB84235,Oregon,5498.940679,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Branch,350.4,Four-Door Car,Medsize,False
MJ14480,Arizona,5599.382893,Basic,High School or Below,Employed,F,35012,Suburban,Single,72,0,50,0,6,Personal Auto,Agent,345.6,Four-Door Car,Medsize,False
KW81128,Arizona,15228.19865,Extended,College,Employed,F,95140,Rural,Divorced,126,6,52,0,2,Personal Auto,Agent,45.049185,Sports Car,Medsize,False
DQ98402,Nevada,3644.833554,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,Corporate Auto,Agent,432,Two-Door Car,Large,True
WN53966,California,3693.440833,Extended,Master,Employed,M,85871,Rural,Married,92,4,25,1,1,Personal Auto,Call Center,112.633539,Four-Door Car,Medsize,False
LM34525,Washington,8742.05776,Basic,College,Employed,F,71592,Rural,Divorced,72,15,18,0,2,Personal Auto,Branch,141.725051,Four-Door Car,Medsize,False
GF97874,Washington,5275.626956,Basic,Master,Employed,F,70446,Rural,Married,65,31,99,0,9,Personal Auto,Call Center,155.570802,Four-Door Car,Medsize,False
WV79842,California,9283.737773,Extended,High School or Below,Employed,M,24314,Suburban,Married,235,20,60,0,1,Personal Auto,Call Center,1128,Luxury SUV,Medsize,False
DF40318,Oregon,2551.226692,Basic,Master,Employed,M,79751,Suburban,Married,63,15,67,0,1,Corporate Auto,Web,392.235698,Two-Door Car,Small,False
TN90661,Nevada,5811.918112,Basic,High School or Below,Employed,M,83318,Suburban,Married,72,21,58,0,3,Corporate Auto,Branch,345.6,Four-Door Car,Medsize,False
ZU88029,Oregon,4064.670639,Basic,Master,Retired,F,26161,Suburban,Single,109,8,70,0,1,Personal Auto,Branch,594.444586,Sports Car,Large,False
TQ88221,California,2841.443088,Basic,Bachelor,Employed,F,30473,Suburban,Married,72,20,35,0,1,Corporate Auto,Call Center,450.080101,Four-Door Car,Medsize,False
KH34667,Nevada,6832.133872,Extended,College,Employed,M,50472,Urban,Married,87,6,67,0,3,Corporate Auto,Web,281.163705,Four-Door Car,Medsize,False
HW54198,Nevada,5201.971427,Basic,Master,Employed,M,94186,Rural,Married,64,20,50,0,3,Personal Auto,Call Center,135.340489,Four-Door Car,Medsize,False
GZ79662,Arizona,5484.588155,Basic,High School or Below,Employed,M,47611,Suburban,Married,69,17,65,0,4,Corporate Auto,Call Center,593.654484,Four-Door Car,Small,False
YA11342,California,7672.681366,Premium,High School or Below,Unemployed,M,0,Suburban,Married,103,17,56,0,4,Personal Auto,Branch,518.720216,Four-Door Car,Medsize,False
ZW18871,Oregon,8272.485353,Basic,High School or Below,Employed,M,91245,Rural,Divorced,69,16,50,0,2,Corporate Auto,Agent,19.251693,Four-Door Car,Small,False
QZ17137,Arizona,3330.672761,Extended,High School or Below,Employed,F,45944,Rural,Married,83,20,4,0,1,Personal Auto,Call Center,182.948495,Two-Door Car,Medsize,False
UV53712,California,5562.456386,Basic,College,Employed,F,59649,Rural,Married,69,33,71,1,8,Personal Auto,Web,167.738267,Four-Door Car,Medsize,False
SJ43436,Oregon,2452.738575,Basic,Bachelor,Employed,F,52785,Rural,Married,61,2,90,0,1,Corporate Auto,Agent,45.721456,Two-Door Car,Medsize,False
VW46878,Oregon,7920.28288,Basic,High School or Below,Employed,F,59648,Suburban,Married,66,20,72,0,2,Personal Auto,Agent,316.8,Four-Door Car,Medsize,False
TW91179,Oregon,3861.486269,Extended,College,Employed,F,93272,Urban,Married,95,3,54,0,1,Corporate Auto,Branch,281.110788,Four-Door Car,Medsize,False
LG19551,Arizona,5764.784159,Basic,Bachelor,Employed,M,22134,Suburban,Married,72,13,81,0,3,Corporate Auto,Call Center,445.879224,Four-Door Car,Medsize,False
QK18099,Washington,5375.842787,Basic,College,Employed,F,69050,Suburban,Married,67,17,38,0,3,Personal Auto,Web,334.892437,Four-Door Car,Large,False
WN14473,Arizona,2882.350556,Basic,Master,Employed,M,87798,Urban,Married,71,18,73,0,1,Personal Auto,Call Center,204.448708,Two-Door Car,Medsize,False
WH62198,California,2213.187935,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,63,0,66,0,1,Personal Auto,Call Center,305.552429,Four-Door Car,Small,False
SP85148,California,9429.629367,Basic,Master,Employed,F,43811,Suburban,Married,117,24,10,0,4,Personal Auto,Web,571.136574,Sports Car,Small,False
FB49203,California,6239.257541,Extended,College,Unemployed,F,0,Suburban,Single,91,25,63,0,3,Corporate Auto,Agent,655.2,Two-Door Car,Medsize,False
